id,Best_Rank,Avg_Rank,Rank_Std,Chart_Weeks,Total_Points,Avg_Points,Title,Artists,First_Date,Last_Date,Chart_Longevity_Days,Peak_Performance,Consistency,Top10_Weeks,Top50_Weeks,Performance_Category,Top10_Rate,Top50_Rate,Worst_Rank,Rank_Range,Volatility_Score,Points_Per_Week,Dominance_Score,Consistency_Score,First_Week_Rank,Last_Week_Rank,Rank_Trajectory,Weeks_To_Peak,Performance_Cluster,Performance_Cluster_Name
0tBbt8CrmxbjRP0pueQkyU,52,177.08666666666667,18.24908910235728,300,7174,23.913333333333334,Wolves,"Selena Gomez, Marshmello",2017-10-25,2019-10-24,729,149,0.05195051021284628,0.0,0.0,Moderate Performer,0.0,0.0,200,148,0.10305173983938531,23.913333333333334,850.3594294475824,0.05195051021284628,52,154,-102,150.0,0,Mid-Chart Mainstay
0tDfp0vFR95Gg6Mrhza3lX,37,96.0625,47.08781689566845,16,1679,104.9375,Call It What You Want,Taylor Swift,2017-11-03,2017-11-18,15,164,0.02079528796596453,0.0,0.0,Strong Performer,0.0,0.0,200,163,0.49017896573239766,104.9375,464.64698842521943,0.02079528796596453,37,200,-163,8.0,1,Strong Performer
0tKcYR2II1VCQWT79i5NrW,7,22.833962264150944,13.48662276890296,265,47214,178.16603773584905,Thunder,Imagine Dragons,2017-04-28,2018-02-21,299,194,0.06902920135026942,0.0,0.0,Chart Dominator,0.0,0.0,118,111,0.5906387429779019,178.16603773584905,1083.1982839036496,0.06902920135026942,64,48,16,132.5,3,Volatile Performer
0tMSssfxAL2oV8Vri0mFHE,21,122.3913043478261,52.82485873604482,46,3616,78.6086956521739,listen before i go,Billie Eilish,2019-03-29,2019-05-16,48,180,0.01857877611725772,0.0,0.0,Strong Performer,0.0,0.0,196,175,0.4316063058362454,78.6086956521739,693.0265683078105,0.01857877611725772,21,195,-174,23.0,1,Strong Performer
0tPQPaOKM32WgMSbPCYyRH,81,141.07954545454547,30.757752691790607,176,10546,59.92045454545455,Dirty Sexy Money (feat. Charli XCX & French Monta),"David Guetta, Afrojack",2017-11-03,2018-02-06,95,120,0.031488374183935894,0.0,0.0,Moderate Performer,0.0,0.0,200,119,0.2180170951975492,59.92045454545455,621.1379679088594,0.031488374183935894,81,200,-119,88.0,1,Strong Performer
0tQ9vBYpldCuikPsbgOVKA,82,126.5,62.932503525602726,2,149,74.5,Untouchable (Taylor's Version),Taylor Swift,2021-04-09,2021-04-10,1,119,0.015641496028691183,0.0,0.0,Volatile,0.0,0.0,171,89,0.4974901464474524,74.5,130.73486235150506,0.015641496028691183,82,171,-89,1.0,1,Strong Performer
0tQmgwFKw9069z1BXniOiA,130,130.0,,1,71,71.0,Provide (feat. Chris Brown & Mark Morrison),G-Eazy,2021-02-05,2021-02-05,0,71,,0.0,0.0,One-Week Wonder,0.0,0.0,130,0,,71.0,49.213449819756114,,130,130,0,0.5,0,Mid-Chart Mainstay
0tXPhc8LvM4dPvoRwI66XQ,58,125.27272727272727,50.93056133523445,22,1666,75.72727272727273,I'll Be Home for Christmas,Michael Bublé,2017-12-24,2022-12-25,1827,143,0.01925648354818588,0.0,0.0,Volatile,0.0,0.0,197,139,0.4065574562319151,75.72727272727273,448.3756728778684,0.01925648354818588,194,77,117,11.0,1,Strong Performer
0taOCiup4HNG9LmbduVlJj,155,184.6,12.807863963610203,30,492,16.4,Rubbin Off The Paint,YBN hmir,2017-11-18,2018-01-14,57,46,0.07242249797908207,0.0,0.0,Moderate Performer,0.0,0.0,200,45,0.06938171161218962,16.4,157.96341140631674,0.07242249797908207,199,198,1,15.0,0,Mid-Chart Mainstay
0tbjiOUl4k492KPdWZS9sy,168,179.33333333333334,10.816653826391954,9,195,21.666666666666668,7 Summers,Morgan Wallen,2020-09-06,2020-09-17,11,33,0.08462632608958602,0.0,0.0,Moderate Performer,0.0,0.0,198,30,0.060315913530066656,21.666666666666668,75.98530806880352,0.08462632608958602,197,173,24,4.5,0,Mid-Chart Mainstay
0tdCy39PgWN8LFWu34ORn3,51,124.5,46.027743714952635,48,3672,76.5,Rap Saved Me,"21 Savage, Offset, Metro Boomin, Quavo",2017-10-31,2017-11-13,13,150,0.021264043753858566,0.0,0.0,Moderate Performer,0.0,0.0,194,143,0.36970075273054326,76.5,583.773044716594,0.021264043753858566,55,194,-139,24.0,1,Strong Performer
0tgBtQ0ISnMQOKorrN9HLX,99,131.5,45.96194077712559,2,139,69.5,Last Train Home,John Mayer,2021-07-16,2021-07-17,1,102,0.0212938388714779,0.0,0.0,Moderate Performer,0.0,0.0,164,65,0.34952046218346455,69.5,112.0584534441472,0.0212938388714779,99,164,-65,1.0,0,Mid-Chart Mainstay
0tgVpDi06FyKpA1z0VMD4v,3,112.08485117725455,44.0397436334507,2251,200148,88.91514882274545,Perfect,Ed Sheeran,2017-03-03,2023-05-29,2278,198,0.022202613055224123,0.0,0.0,Chart Dominator,0.0,0.0,200,197,0.3929143249144779,88.91514882274545,1528.475649873397,0.022202613055224123,10,94,-84,1125.5,3,Volatile Performer
0tgbSxoFjZ20MjfoKwWevV,161,161.0,0.0,2,80,40.0,Your Love,"David Guetta, Showtek",2018-06-15,2018-06-15,0,40,1.0,0.0,0.0,Moderate Performer,0.0,0.0,161,0,0.0,40.0,43.94449154672439,1.0,161,161,0,1.0,2,Lower-Chart Resident
0tjZv2hChdHZCW1zFXpy1J,8,85.75,58.64603262674419,8,922,115.25,HOY COBRÉ,Bad Bunny,2020-11-27,2020-12-04,7,193,0.01676557443908882,0.0,0.0,Strong Performer,0.0,0.0,175,167,0.6839187478337515,115.25,424.0643434258904,0.01676557443908882,8,175,-167,4.0,1,Strong Performer
0todbbT9g5uQGbeFCiBf2F,5,43.05357142857143,28.268465979447285,56,8845,157.94642857142858,imagine,Ariana Grande,2018-12-14,2019-02-07,55,196,0.034166464368245796,0.0,0.0,Chart Dominator,0.0,0.0,105,100,0.656588177042326,157.94642857142858,792.4380484955718,0.034166464368245796,5,104,-99,28.0,1,Strong Performer
0tp6mwUt99QnfY95T30Lqj,104,145.2280701754386,28.59883710414241,57,3179,55.771929824561404,Blah Blah Blah,Armin van Buuren,2018-08-14,2018-10-20,67,97,0.033785111100194144,0.0,0.0,Moderate Performer,0.0,0.0,200,96,0.19692361861997068,55.771929824561404,393.86297202300267,0.033785111100194144,195,192,3,28.5,0,Mid-Chart Mainstay
0u2P5u6lvoDfwTYjAADbn4,19,87.80937359170798,23.39075257756484,2219,251170,113.19062640829202,lovely (with Khalid),"Billie Eilish, Khalid",2018-04-20,2023-05-29,1865,182,0.04099914493494647,0.0,0.0,Strong Performer,0.0,0.0,174,155,0.2663810436266872,113.19062640829202,1402.357770425671,0.04099914493494647,109,114,-5,1109.5,3,Volatile Performer
0u695M7KyzXaPIjpEbxOkB,193,195.0,2.0,3,18,6.0,SICKO MODE - Skrillex Remix,Travis Scott,2018-11-30,2018-12-05,5,8,0.3333333333333333,0.0,0.0,Moderate Performer,0.0,0.0,197,4,0.010256410256410256,6.0,11.090354888959125,0.3333333333333333,197,195,2,1.5,0,Mid-Chart Mainstay
0u8rZGtXJrLtiSe34FPjGG,2,93.65957446808511,64.42362400742267,47,5045,107.34042553191489,Like Crazy (English Version),Jimin,2023-03-24,2023-05-14,51,199,0.015284998579206564,0.0,0.0,Chart Dominator,0.0,0.0,197,195,0.6878487797248672,107.34042553191489,770.3690011706703,0.015284998579206564,2,196,-194,23.5,1,Strong Performer
0uAkm1iQLrzweZ4U1iXy6w,106,106.0,,1,95,95.0,Alfred's Theme,Eminem,2020-12-18,2020-12-18,0,95,,0.0,0.0,One-Week Wonder,0.0,0.0,106,0,,95.0,65.8489821531948,,106,106,0,0.5,0,Mid-Chart Mainstay
0uBdQzKghx88d2Lp8SLFKJ,160,160.0,,1,41,41.0,I'm In Love With You,The 1975,2022-09-02,2022-09-02,0,41,,0.0,0.0,One-Week Wonder,0.0,0.0,160,0,,41.0,28.419034402957756,,160,160,0,0.5,0,Mid-Chart Mainstay
0uDdI4fAXCuNhQbmxENdsO,69,100.5,44.54772721475249,2,201,100.5,Can I,Kehlani,2020-05-08,2020-05-09,1,132,0.0219549922938001,0.0,0.0,Moderate Performer,0.0,0.0,132,63,0.4432609673109701,100.5,145.01682210419048,0.0219549922938001,69,132,-63,1.0,1,Strong Performer
0uFForNKQPvgSCnxlZIhQy,69,120.66666666666667,56.500737458314056,3,241,80.33333333333333,Let Me Get Me,Selena Gomez,2020-01-10,2020-01-12,2,132,0.017391081300913117,0.0,0.0,Volatile,0.0,0.0,181,112,0.46823815573188443,80.33333333333333,182.99085566782554,0.017391081300913117,69,181,-112,1.5,1,Strong Performer
0uI7yAKUf52Cn7y3sYyjiX,145,176.79012345679013,14.721341692745515,81,1961,24.209876543209877,3 Nights,Dominic Fike,2020-01-09,2020-04-26,108,56,0.06360780266365192,0.0,0.0,Moderate Performer,0.0,0.0,200,55,0.08327015901622813,24.209876543209877,246.7762778467982,0.06360780266365192,145,195,-50,40.5,0,Mid-Chart Mainstay
0uIfrUwwg0Z7KTitul7E3T,45,122.16666666666667,49.79016575650864,12,946,78.83333333333333,YO LE LLEGO,"J Balvin, Bad Bunny",2019-06-28,2019-07-03,5,156,0.019688850884914712,0.0,0.0,Strong Performer,0.0,0.0,193,148,0.40755933770675556,78.83333333333333,400.13209976399975,0.019688850884914712,45,193,-148,6.0,1,Strong Performer
0uRrG2jRR5tuifsYIJHEao,80,166.25,43.12688919257417,8,278,34.75,Sand In My Boots,Morgan Wallen,2021-01-08,2021-02-05,28,121,0.022661919258253164,0.0,0.0,Moderate Performer,0.0,0.0,199,119,0.2594098598049574,34.75,265.86417385768254,0.022661919258253164,80,198,-118,4.0,0,Mid-Chart Mainstay
0uUNN1nSoUx1A4fkDCWDQ7,40,102.97474747474747,49.29311860507588,198,19409,98.02525252525253,So Am I,Ava Max,2019-03-08,2019-09-26,202,161,0.019883435900096957,0.0,0.0,Strong Performer,0.0,0.0,198,158,0.47869132786330987,98.02525252525253,852.2220767806433,0.019883435900096957,162,189,-27,99.0,1,Strong Performer
0uZd8cKaTyNogTREourFY5,112,112.0,,1,89,89.0,Cattitude (feat. RuPaul),Miley Cyrus,2019-05-31,2019-05-31,0,89,,0.0,0.0,One-Week Wonder,0.0,0.0,112,0,,89.0,61.69009906983513,,112,112,0,0.5,0,Mid-Chart Mainstay
0ubdf6zWT1It2saK41SkO0,32,97.5,51.06368572674714,6,621,103.5,Problems,Lil Wayne,2018-09-28,2018-10-03,5,169,0.01920724562698912,0.0,0.0,Strong Performer,0.0,0.0,175,143,0.5237301100179194,103.5,328.8588151903479,0.01920724562698912,32,175,-143,3.0,1,Strong Performer
0udOCZp7yk0Ml92C0k8H8D,74,132.0,43.982951242498494,5,345,69.0,That's On Me,Mac Miller,2020-01-17,2020-01-21,4,127,0.022230644552623996,0.0,0.0,Moderate Performer,0.0,0.0,182,108,0.33320417607953406,69.0,227.55345259196298,0.022230644552623996,74,182,-108,2.5,1,Strong Performer
0ug5NqcwcFR2xrfTkc7k8e,64,110.7125,31.85854564131496,80,7223,90.2875,Style,Taylor Swift,2017-06-09,2023-05-29,2180,137,0.030433483298866453,0.0,0.0,Moderate Performer,0.0,0.0,199,135,0.2877592470707008,90.2875,602.0395341901242,0.030433483298866453,162,64,98,40.0,1,Strong Performer
0uqsdBw9KvD8jSWmfMmMAp,101,101.0,,1,100,100.0,Stressed (with J. Cole & T-Shyne),Young Thug,2021-10-15,2021-10-15,0,100,,0.0,0.0,One-Week Wonder,0.0,0.0,101,0,,100.0,69.31471805599453,,101,101,0,0.5,0,Mid-Chart Mainstay
0usLRFLmYXYahKNgXxsuJc,79,127.0,43.86342439892262,3,222,74.0,Trivia èµ· : Just Dance,BTS,2018-08-24,2018-08-26,2,122,0.022289872282331053,0.0,0.0,Moderate Performer,0.0,0.0,165,86,0.34538129447970567,74.0,169.12791205662666,0.022289872282331053,79,165,-86,1.5,1,Strong Performer
0utlOiJy2weVl9WTkcEWHy,127,159.96,23.610520254044953,25,1026,41.04,Neighbors,J. Cole,2017-01-01,2017-01-26,25,74,0.04063302968313485,0.0,0.0,Moderate Performer,0.0,0.0,198,71,0.14760265225084365,41.04,241.09914381358968,0.04063302968313485,145,191,-46,12.5,0,Mid-Chart Mainstay
0v1x6rN6JHRapa03JElljE,1,2.5,0.7071067811865476,10,1985,198.5,Dynamite,BTS,2020-08-21,2020-08-30,9,200,0.585786437626905,0.0,0.0,Chart Dominator,0.0,0.0,3,2,0.282842712474619,198.5,479.57905455967415,0.585786437626905,1,3,-2,5.0,1,Strong Performer
0v2LUO8oTHnkjQ8MmKuXyk,21,89.25,56.01211603623936,8,894,111.75,raindrops (an angel cried),Ariana Grande,2018-08-17,2018-08-24,7,180,0.01754013128304792,0.0,0.0,Strong Performer,0.0,0.0,191,170,0.6275867342996007,111.75,395.5004239205195,0.01754013128304792,21,191,-170,4.0,1,Strong Performer
0v36cov6Z6aEV5ZgIlqZMk,32,94.57142857142857,37.89396232848158,7,745,106.42857142857143,Rockstar In His Prime,Juice WRLD,2021-12-10,2021-12-16,6,169,0.0257109314693739,0.0,0.0,Strong Performer,0.0,0.0,151,119,0.4006914445609835,106.42857142857143,351.42562054389225,0.0257109314693739,32,151,-119,3.5,1,Strong Performer
0v3BMLcwUmAwyqJaf5997o,190,190.0,0.0,4,44,11.0,Just Got Paid,"Sigala, Ella Eyre, Meghan Trainor, French Monta",2018-09-07,2018-09-07,0,11,1.0,0.0,0.0,Moderate Performer,0.0,0.0,190,0,0.0,11.0,17.703817036775103,1.0,190,190,0,2.0,2,Lower-Chart Resident
0v4z1tuZvn6LGknom9Qx7d,37,79.28571428571429,35.95698488339591,7,852,121.71428571428571,Babe (Taylor's Version) (From The Vault),Taylor Swift,2021-11-12,2021-11-18,6,164,0.027058484428725178,0.0,0.0,Strong Performer,0.0,0.0,145,108,0.4535115210518403,121.71428571428571,341.02841283549304,0.027058484428725178,37,145,-108,3.5,1,Strong Performer
0v75ti1d2M6pd0sC42UNNN,111,111.0,,1,90,90.0,Salem's Interlude,Khalid,2018-10-19,2018-10-19,0,90,,0.0,0.0,One-Week Wonder,0.0,0.0,111,0,,90.0,62.383246250395075,,111,111,0,0.5,0,Mid-Chart Mainstay
0v9Wz8o0BT8DU38R4ddjeH,54,153.99193548387098,31.949527260327432,124,5829,47.00806451612903,No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,2017-01-01,2017-05-11,130,147,0.03034944908614943,0.0,0.0,Moderate Performer,0.0,0.0,198,144,0.207475327587358,47.00806451612903,709.7621193834383,0.03034944908614943,95,194,-99,62.0,1,Strong Performer
0vQcyuMEfRBd21ojZ62N2L,61,127.5,51.0088227662627,6,441,73.5,Boys Will Be Boys,Dua Lipa,2020-03-27,2020-04-01,5,140,0.01922750692693402,0.0,0.0,Volatile,0.0,0.0,199,138,0.4000691981667663,73.5,272.4274208677439,0.01922750692693402,61,199,-138,3.0,1,Strong Performer
0vR2rIVORmgeKiGIgNT0fV,58,125.65714285714286,35.85715852943988,70,5274,75.34285714285714,By Your Side (feat. Tom Grenn),Calvin Harris,2021-06-04,2021-08-14,71,143,0.027131771408836197,0.0,0.0,Moderate Performer,0.0,0.0,199,141,0.2853571051683483,75.34285714285714,609.5632224169082,0.027131771408836197,58,185,-127,35.0,1,Strong Performer
0vVMlbdYx2080Oa9FndPZr,18,67.125,40.286252529332415,8,1071,133.875,long story short,Taylor Swift,2020-12-11,2020-12-18,7,183,0.024221137515194325,0.0,0.0,Strong Performer,0.0,0.0,144,126,0.6001676354462929,133.875,402.0920976525282,0.024221137515194325,18,144,-126,4.0,1,Strong Performer
0vWUhCPxpJOJR5urYbZypB,192,192.0,0.0,2,18,9.0,Hypnotized,"Purple Disco Machine, Sophie and the Giants",2020-12-31,2020-12-31,0,9,1.0,0.0,0.0,Moderate Performer,0.0,0.0,192,0,0.0,9.0,9.887510598012987,1.0,192,192,0,1.0,2,Lower-Chart Resident
0vbbhcA6okLzvsy6WSTlLg,183,187.33333333333334,6.658328118479389,3,41,13.666666666666666,Lay It All on Me (feat. Ed Sheeran),Rudimental,2017-01-06,2017-01-08,2,18,0.1305768027341399,0.0,0.0,Moderate Performer,0.0,0.0,195,12,0.03554267678903588,13.666666666666666,24.95329850015803,0.1305768027341399,195,184,11,1.5,0,Mid-Chart Mainstay
0veNpTQFqfmTX0rsJmO2rO,42,114.8,52.64693723285335,5,431,86.2,"The Man, The Myth, The Legend - Interlude",Juice WRLD,2020-07-10,2020-07-14,4,159,0.018640393125511006,0.0,0.0,Strong Performer,0.0,0.0,180,138,0.4585970142234612,86.2,284.8897556072607,0.018640393125511006,42,180,-138,2.5,1,Strong Performer
0viGbbEJ9xV6qNJsTaXruz,105,111.0,8.48528137423857,2,180,90.0,I Need You Christmas,Jonas Brothers,2020-12-24,2020-12-25,1,96,0.10542649822871226,0.0,0.0,Moderate Performer,0.0,0.0,117,12,0.07644397634449161,90.0,105.46677971213853,0.10542649822871226,117,105,12,1.0,0,Mid-Chart Mainstay
0vjeOZ3Ft5jvAi9SBFJm1j,14,70.61142857142858,35.39937710854307,525,68454,130.38857142857142,Superhero (Heroes & Villains) [with Future & Chris Brown],"Metro Boomin, Future, Chris Brown",2022-12-02,2023-05-29,178,187,0.027472997601524787,0.0,0.0,Strong Performer,0.0,0.0,178,164,0.5013264541551378,130.38857142857142,1171.611326781952,0.027472997601524787,15,153,-138,262.5,3,Volatile Performer
0vmANNClszGQZ0FISySK61,47,130.16666666666666,51.440757334544706,12,850,70.83333333333333,I Saw Mommy Kissing Santa Claus,The Jackson 5,2018-12-23,2019-12-25,367,154,0.019069137267040615,0.0,0.0,Strong Performer,0.0,0.0,197,150,0.3951914776021361,70.83333333333333,395.00220104907663,0.019069137267040615,176,47,129,6.0,1,Strong Performer
0vrmHPfoBadXVr2n0m1aqZ,6,86.5945945945946,56.339946391724865,74,8466,114.4054054054054,Heaven,Avicii,2019-06-06,2019-08-20,75,195,0.017439848882459315,0.0,0.0,Chart Dominator,0.0,0.0,198,192,0.6506173584562485,114.4054054054054,841.9101821395805,0.017439848882459315,130,198,-68,37.0,1,Strong Performer
0w1ZtnzQmtmuuoKxHT0pLL,17,88.0952380952381,53.3018806065084,21,2371,112.9047619047619,Summer Games,Drake,2018-06-29,2018-07-19,20,184,0.018415568463390274,0.0,0.0,Strong Performer,0.0,0.0,189,172,0.6050483744522575,112.9047619047619,568.7518114179302,0.018415568463390274,17,189,-172,10.5,1,Strong Performer
0w5Bdu51Ka25Pf3hojsKHh,59,129.03225806451613,33.81960365524483,31,2231,71.96774193548387,Hard Times,Paramore,2017-04-19,2017-06-01,43,142,0.02871945384275996,0.0,0.0,Moderate Performer,0.0,0.0,189,130,0.26210192832814744,71.96774193548387,492.1344981975612,0.02871945384275996,164,187,-23,15.5,1,Strong Performer
0w6lsLBvhtGcqMYA7MB7r6,133,133.0,,1,68,68.0,La Quête,Orelsan,2021-11-19,2021-11-19,0,68,,0.0,0.0,One-Week Wonder,0.0,0.0,133,0,,68.0,47.13400827807628,,133,133,0,0.5,0,Mid-Chart Mainstay
0wEC0GNF74lAqrEFZJMl1m,25,101.125,55.292566020604056,8,799,99.875,PUPPET,"Tyler, The Creator",2019-05-17,2019-05-24,7,176,0.017764334985795154,0.0,0.0,Strong Performer,0.0,0.0,197,172,0.5467744476697558,99.875,386.71152561117464,0.017764334985795154,25,197,-172,4.0,1,Strong Performer
0wHFktze2PHC5jDt3B17DC,5,52.35672514619883,45.990615396038876,171,25418,148.64327485380116,First Class,Jack Harlow,2022-05-06,2023-01-01,240,196,0.021280844942590305,0.0,0.0,Chart Dominator,0.0,0.0,198,193,0.8784089392072655,148.64327485380116,1008.9089174554367,0.021280844942590305,13,149,-136,85.5,1,Strong Performer
0wJJhRgdHhT93Z3iWdMB0T,131,131.0,,1,70,70.0,Hymn,Kesha,2017-08-04,2017-08-04,0,70,,0.0,0.0,One-Week Wonder,0.0,0.0,131,0,,70.0,48.52030263919617,,131,131,0,0.5,0,Mid-Chart Mainstay
0wQy2OO7jKjm0OOmA7gv3f,63,87.0,33.94112549695428,2,228,114.0,Thriller - 2003 Edit,Michael Jackson,2021-10-31,2022-10-31,365,138,0.028619570370942038,0.0,0.0,Moderate Performer,0.0,0.0,111,48,0.39012787927533654,114.0,151.60849583619915,0.028619570370942038,111,63,48,1.0,1,Strong Performer
0wUxh6XMc698xPCfgBaPRV,117,117.0,0.0,2,168,84.0,Dreamer,"Martin Garrix, Mike Yung",2018-11-02,2018-11-02,0,84,1.0,0.0,0.0,Moderate Performer,0.0,0.0,117,0,0.0,84.0,92.28343224812122,1.0,117,117,0,1.0,2,Lower-Chart Resident
0wYOlCybpxFc2azWLyYj0S,94,108.86666666666666,13.2388317712201,15,1382,92.13333333333334,Lets Link,WhoHeem,2020-08-31,2020-09-14,14,107,0.07023048070707782,0.0,0.0,Moderate Performer,0.0,0.0,151,57,0.12160592563888642,92.13333333333334,296.6669932796566,0.07023048070707782,151,107,44,7.5,0,Mid-Chart Mainstay
0wavGRldH0AWyu2zvTz8zb,12,66.41666666666667,44.787354720469295,36,4845,134.58333333333334,Sweet Nothing,Taylor Swift,2022-10-21,2022-11-28,38,189,0.021840091136624426,0.0,0.0,Strong Performer,0.0,0.0,189,177,0.6743390924035527,134.58333333333334,682.4634854897585,0.021840091136624426,12,189,-177,18.0,1,Strong Performer
0wbnC9AUenxp613TYaJsGK,15,73.04109589041096,38.35558714775476,73,9341,127.95890410958904,rcos,Migos,2018-01-26,2018-07-15,170,186,0.025409352838407596,0.0,0.0,Strong Performer,0.0,0.0,198,183,0.5251233799298758,127.95890410958904,800.5561073359756,0.025409352838407596,15,189,-174,36.5,1,Strong Performer
0wdV94AXGRphrbkDWLNzVC,105,139.25,28.570089254323303,4,247,61.75,Roaring 20s,Panic! At The Disco,2018-06-22,2018-06-25,3,96,0.03381795676703257,0.0,0.0,Moderate Performer,0.0,0.0,171,66,0.20517119751758206,61.75,154.50603959367362,0.03381795676703257,105,171,-66,2.0,0,Mid-Chart Mainstay
0wfbD5rAksdXUzRvMfM3x5,16,79.68,46.19148160616818,75,9099,121.32,The One,The Chainsmokers,2017-03-28,2017-06-15,79,185,0.021190264979290132,0.0,0.0,Strong Performer,0.0,0.0,197,181,0.5797123695553236,121.32,801.1856679529712,0.021190264979290132,127,197,-70,37.5,1,Strong Performer
0wihfILRNOwE2156Shezc8,24,130.56923076923076,50.46253846628742,65,4578,70.43076923076923,Agosto,Bad Bunny,2022-05-06,2022-08-05,91,177,0.019431610445238525,0.0,0.0,Strong Performer,0.0,0.0,197,173,0.38648108876030196,70.43076923076923,741.5688893386773,0.019431610445238525,24,189,-165,32.5,1,Strong Performer
0wsfdPl7p3yKjQBmHQsaDn,160,160.0,,1,41,41.0,Worry About Me (feat. blackbear),Ellie Goulding,2020-03-13,2020-03-13,0,41,,0.0,0.0,One-Week Wonder,0.0,0.0,160,0,,41.0,28.419034402957756,,160,160,0,0.5,0,Mid-Chart Mainstay
0wshkEEcJUQU33RSRBb5dv,7,69.86666666666666,52.17260729905064,15,1967,131.13333333333333,BackOutsideBoyz,Drake,2022-11-04,2022-11-18,14,194,0.018806676046104934,0.0,0.0,Chart Dominator,0.0,0.0,173,166,0.7467453334787784,131.13333333333333,537.8822121145175,0.018806676046104934,7,173,-166,7.5,1,Strong Performer
0x25VdiFOIBl1epNer9L3w,73,113.5,46.76537180435969,4,350,87.5,Burn It,"Agust D, MAX",2020-05-22,2020-05-23,1,128,0.02093566871196692,0.0,0.0,Moderate Performer,0.0,0.0,154,81,0.41202970752739815,87.5,206.00805279156484,0.02093566871196692,73,154,-81,2.0,1,Strong Performer
0xBQvhJAm6f7J142ympKOn,70,134.609756097561,39.092120720664724,41,2722,66.39024390243902,"Não, Não Vou",Mari Ferndez,2021-06-25,2021-08-22,58,131,0.024942556842211864,0.0,0.0,Moderate Performer,0.0,0.0,198,128,0.2904107536777049,66.39024390243902,489.63471999512126,0.024942556842211864,151,165,-14,20.5,1,Strong Performer
0xG0SHshCStMEyNbNC5d4k,79,99.07462686567165,13.785492410321249,67,6829,101.92537313432835,Issues,Julia Michaels,2017-08-04,2017-10-09,66,122,0.06763386515973821,0.0,0.0,Moderate Performer,0.0,0.0,129,50,0.13914251152327864,101.92537313432835,514.779940031485,0.06763386515973821,81,119,-38,33.5,0,Mid-Chart Mainstay
0xIVvRmjztR1AwuHrkhH41,74,111.0,33.421549934136806,3,270,90.0,Addicted To You,Avicii,2018-04-21,2018-04-23,2,127,0.029051568041341225,0.0,0.0,Moderate Performer,0.0,0.0,139,65,0.30109504445168295,90.0,176.0593838622261,0.029051568041341225,74,139,-65,1.5,1,Strong Performer
0xPaZrF25ltzvz1a2Pm5DQ,93,127.0,31.94313128614094,12,888,74.0,All I Want for Christmas Is You,Michael Bublé,2017-12-23,2022-12-24,1827,108,0.030355341491799734,0.0,0.0,Moderate Performer,0.0,0.0,185,92,0.25152071878851134,74.0,277.01453060584595,0.030355341491799734,185,178,7,6.0,0,Mid-Chart Mainstay
0xUvi7wldroBzaZCengPa5,125,159.3684210526316,22.925836625135542,57,2373,41.63157894736842,24 (feat. Lil Baby),Money Man,2020-09-08,2020-11-05,58,76,0.04179582163281343,0.0,0.0,Moderate Performer,0.0,0.0,198,73,0.143854324926544,41.63157894736842,308.5936688015278,0.04179582163281343,188,192,-4,28.5,0,Mid-Chart Mainstay
0xdp7mJS34hDsLrO6TPCp3,179,179.0,0.0,2,44,22.0,FAIS ÇA BIEN,"Damso, Fally Ipupa",2020-09-18,2020-09-18,0,22,1.0,0.0,0.0,Moderate Performer,0.0,0.0,179,0,0.0,22.0,24.169470350698415,1.0,179,179,0,1.0,2,Lower-Chart Resident
0xfMlIW8lS40qvpsUw1l0X,135,176.15,16.646702732505517,60,1491,24.85,Never Going Home,Kungs,2021-07-24,2021-12-31,160,66,0.05666781013758358,0.0,0.0,Moderate Performer,0.0,0.0,200,65,0.09450299592679828,24.85,271.3176750354385,0.05666781013758358,200,173,27,30.0,0,Mid-Chart Mainstay
0xl1w2q4VLojeXp4JfazPL,15,102.06451612903226,58.41824581926678,93,9201,98.93548387096774,Sacrifices,"Drake, 2 Chainz, Young Thug",2017-03-19,2017-04-19,31,186,0.016829847233149772,0.0,0.0,Strong Performer,0.0,0.0,200,185,0.5723658724390867,98.93548387096774,845.0528295022207,0.016829847233149772,16,200,-184,46.5,1,Strong Performer
0xxZY5C9xxij3D1HkzbnfC,30,105.54545454545455,54.668461590213894,22,2100,95.45454545454545,Monster Mash,"Bobby ""Boris"" Pickett, The Crypt-Kickers",2017-10-31,2022-11-01,1827,171,0.017963492638995302,0.0,0.0,Strong Performer,0.0,0.0,188,158,0.5179613070562902,95.45454545454545,536.1695109238846,0.017963492638995302,113,188,-75,11.0,1,Strong Performer
0xzI1KAr0Yd9tv8jlIk3sn,7,70.10714285714286,50.780499311750866,168,21990,130.89285714285714,Bad Decisions (with BTS & Snoop Dogg),"benny blanco, BTS, Snoop Dogg",2022-08-05,2022-09-29,55,194,0.019312289632036513,0.0,0.0,Chart Dominator,0.0,0.0,181,174,0.7243270406159064,130.89285714285714,995.2003506950763,0.019312289632036513,7,179,-172,84.0,1,Strong Performer
0y1QJc3SJVPKJ1OvFmFqe6,160,186.28571428571428,12.04633910008704,21,309,14.714285714285714,Way down We Go,KALEO,2017-02-06,2017-04-19,72,41,0.07664985497681326,0.0,0.0,Moderate Performer,0.0,0.0,200,40,0.06466593075200099,14.714285714285714,126.73274058769096,0.07664985497681326,198,199,-1,10.5,0,Mid-Chart Mainstay
